id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
109431049,"Huatulco, MX-OA, MX",15.6880944528,-96.23787366,93,,,,93,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
109882563,"Guanacaste Province, Costa Rica",10.55963,-85.691562,,,,,,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
109901462,"Huatulco, MX-OA, MX",15.7374885398,-96.1440874254,4,,,,4,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110142516,"Golfo de California, Lomas de Palmira, La Paz, B.C.S., México",24.298165,-110.3458957,104,,,,104,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110207423,"Agujitas de Drake, Provincia de Puntarenas, Costa Rica",8.6926964139,-83.6715505167,,,,,,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110215581,"GMRW+747, Provincia de Puntarenas, Punto Jimenez, Costa Rica",8.5421796552,-83.3038283139,21,,,,21,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110575809,"Vía 624, Puntarenas, CR",9.6568842725,-85.0683898786,35,,,,35,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110719126,"Playa Panteón, 70902 Oaxaca de Juárez, Oax., México",15.6637153186,-96.4949688836,15,,,,15,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
110780732,"Baie de Drake, Costa Rica",8.7079653154,-83.8802718689,1921,,,,1921,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111283515,"Huatulco, MX-OA, MX",15.737508995,-96.1440301632,4,,,,4,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111462680,"El Bledito, Cabo San Lucas, BCS, MX",22.9433656264,-109.8070707437,122,,,,122,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111558742,Chino,9.8781235029,-85.6106160765,837,,,,837,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111601985,"Cabo Corrientes, Jal., México",20.5066625831,-105.3928667307,30,,,,30,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111722584,"Pinzón Island, Ecuador",-0.5920196875,-90.6468748813,1015,,,,1015,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111722637,"Pinzón Island, Ecuador",-0.5920196875,-90.6468748813,1015,,,,1015,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111956420,"Isabela, Ecuador",-0.962968572,-90.9564535224,234,,,,234,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
111972246,"Bahía La Ceiba, Aguirre, Puntarenas, CR",9.4072710963,-84.1771952105,1299,,,,1299,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
112095224,"Océano Pacífico, Sonsonate, SV",13.527625,-89.8104333333,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
112405030,"Parque Nacional Machalilla, EC-MN-MA, EC-MN, EC",-1.2803719768,-81.0452642969,1048,,,,1048,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
113984758,"La Audiencia, 28867 Manzanillo, Col., Mexique",19.1009668599,-104.3514161752,61,,,,61,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114050183,"Coiba N.P., Isla machete",7.6406947857,-81.7418462002,150,,,,150,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114290556,Galapagos ISLANDS,-0.9537691,-90.9656019,350202,,,,350202,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114493472,México,19.0949014796,-104.4393255562,39,,,,39,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114647166,"Tourist Corridor, BCS, Mexico",22.9484291497,-109.8066280881,113,,,,113,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114647173,"Tourist Corridor, BCS, Mexico",22.9484291497,-109.8066280881,113,,,,113,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114647195,"Tourist Corridor, BCS, Mexico",22.9484291497,-109.8066280881,113,,,,113,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114647198,"Tourist Corridor, BCS, Mexico",22.9484291497,-109.8066280881,113,,,,113,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114647207,"Tourist Corridor, BCS, Mexico",22.9484291497,-109.8066280881,113,,,,113,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114651727,"Chileno Bay Public Beach, Baja California Sur, Mexico",22.9481583141,-109.8065538964,111,,,,111,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
114651741,"Chileno Bay Public Beach, Baja California Sur, Mexico",22.9481583141,-109.8065538964,111,,,,111,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
115195015,"Oaxaca, MX",15.7000668902,-96.2168120134,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
115226751,"Los Cabos, MX-BS, MX",22.8799409997,-109.9064421,,,,,,,open,false,gps,gps,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
115229254,"Tecomán, MX-CL, MX",18.3463773,-114.7193924,,,,,,,open,false,gps,gps,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
115944178,"Santa María Huatulco, Oax., Mexico",15.7211152264,-96.1629271986,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116086455,"Santa María Huatulco, Oax., México",15.7205153032,-96.1631176623,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116086473,"Santa María Huatulco, Oax., México",15.7206752591,-96.1631180274,4,,,,4,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116219168,"Santa Cruz, Ecuador",-0.3662235897,-90.5872584282,200,,,,200,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116219177,"Santa Cruz, Ecuador",-0.3662235897,-90.5872584282,200,,,,200,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116289330,"Puntarenas Province, Costa Rica",9.9757851582,-84.8512894007,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116369640,"Bahía San Gabriel, BCS, MX",24.504756875,-110.3896295092,88,,,,88,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116370925,"Gulf of California, BCS, MX",24.5984923616,-110.4015284046,35,,,,35,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116505397,Las hadas,19.1001322367,-104.3449818715,20,,,,20,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116508845,Las hadas,19.1000916839,-104.3449728191,12,,,,12,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116509491,México,19.1000343397,-104.3453228474,6,,,,6,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116559218,"Pacific Ocean, Osa, Puntarenas, CR",8.7203319533,-83.8731134782,3761,,,,3761,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116584124,Isla Socorro,18.7979625975,-110.9754454717,10453,,,,10453,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
116643735,"Coiba N.P., Isla machete",7.6406947857,-81.7418462002,150,,,,150,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
117046701,"Santa María Huatulco, Oaxaca, Mexico",15.7069235566,-96.162157844,4543,,,,4543,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
117096970,"Islas Marietas, México",20.6970998823,-105.5833652409,3,,,,3,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
117541294,"Isla Ángel de la Guarda, Baja California, Mexico. Toadgazer reef",29.2609704293,-113.4729839037,36628,,,,36628,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
118119266,"Playa Matapalo, Provincia de Guanacaste, Costa Rica",10.5426336901,-85.7752386427,1030,,,,1030,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
118517007,"Golfo Santa Elena, La Cruz, Guanacaste, CR",10.9318735347,-85.7167350678,1642,,,,1642,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
119815355,"Marina Vallarta, 48335 Puerto Vallarta, Jalisco, Mexico",20.6648826597,-105.2514953611,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
119822626,"Bahía de Banderas, NAY, MX",20.7631411141,-105.5289569001,395,,,,395,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
120447813,"Bahía Puerto Viejo, SIN, MX",23.2085674538,-106.4280282975,24,,,,24,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
120779050,"La Paz, B.C.S., México",24.1623775923,-110.3182341845,7,,,,7,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
120779051,"La Paz, B.C.S., México",24.1623775923,-110.3182341845,7,,,,7,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
120779052,"La Paz, B.C.S., México",24.1623775923,-110.3182341845,7,,,,7,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
121044743,Las Hadas,19.1014991959,-104.3439852628,122,,,,122,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
121406900,México,22.92987369,-109.8157585412,64,,,,64,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122050397,"Loreto, B.C.S., México",25.9216140215,-111.3436460438,301,,,,301,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122050398,"Loreto, B.C.S., México",25.9216140215,-111.3436460438,301,,,,301,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122050399,"Loreto, B.C.S., México",25.9216140215,-111.3436460438,301,,,,301,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122050400,"Loreto, B.C.S., México",25.9216140215,-111.3436460438,301,,,,301,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122050417,"Loreto, B.C.S., México",25.9216140215,-111.3436460438,301,,,,301,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
122518822,"Bahía de La Paz, La Paz, BCS, MX",24.564975,-110.4009033333,6,,,,6,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
123046192,"Isla de Otoque, Panamá",8.6,-79.6,2145,,,,2145,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
123451477,"Golfo De Panamá, Provincia de Panamá, PA",8.6116414005,-79.6025079612,100,,,,100,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
123698140,"Manzanillo, MX-CL, MX",19.0994075311,-104.3442663588,2,,,,2,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
123723024,"Loreto, B.C.S., México",25.814856663,-111.3108583786,932,,,,932,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
123763415,"Santa Cruz, Guanacaste, CR",10.0324555,-85.7422633333,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124198740,"San Cristóbal, Galápagos, Ecuador",0.3103305556,-89.9543083333,1,,,,1,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124381352,"Tourist Corridor, BCS, Mexico",22.94896152,-109.8068154015,112,,,,112,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124381353,"Los Cabos, MX-BS, MX",22.948969514,-109.8066982849,303,,,,303,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124574751,"San Cristobal, Ecuador",-0.9419751931,-89.6346737502,2026,,,,2026,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124755945,Las Hadas,19.1014991959,-104.3439852628,122,,,,122,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124798927,"Loreto, MX-BS, MX",25.8116951538,-111.2937400258,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
124819935,Playa Santa Maria,22.9284955826,-109.8156324774,6,,,,6,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125114549,"Carrillo, CR-GU, CR",10.5440541722,-85.7289083698,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125114565,"Carrillo, CR-GU, CR",10.5439795496,-85.7289919858,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125114577,"Carrillo, CR-GU, CR",10.5449032805,-85.7279819628,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125221178,"Carrillo, CR-GU, CR",10.5446669896,-85.7281895991,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125416298,"San Diego, CA, USA",32.705883692,-117.1667808284,1000000,,,,1000000,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
125484679,Las brisas,19.061903348,-104.3047437072,40,,,,40,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126202436,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4324209933,-109.3950353464,8445,,,,8445,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126202446,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4324209933,-109.3950353464,8445,,,,8445,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126222760,Marina Pez Vela,9.4265107935,-84.1690418869,222,,,,222,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126333276,"Los Cabos, BCS, Mexico",23.4042208195,-109.4183021354,784,,,,784,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126333277,"Los Cabos, BCS, Mexico",23.4042208195,-109.4183021354,784,,,,784,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126333278,"Los Cabos, BCS, Mexico",23.4042208195,-109.4183021354,784,,,,784,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126333280,"Los Cabos, BCS, Mexico",23.4042208195,-109.4183021354,784,,,,784,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126333297,"Los Cabos, BCS, Mexico",23.4042208195,-109.4183021354,784,,,,784,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126547718,"Puntarenas, CR",9.6466005302,-85.0717822298,157,,,,157,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738227,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738289,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738299,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738302,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738303,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126738306,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4441610954,-109.4244720265,306,,,,306,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
126868112,"Pacific Ocean, Puntarenas, CR",9.8639443879,-84.8054073438,16107,,,,16107,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127775058,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127775070,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127775076,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127775108,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127775162,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127792076,"Montijo District, Panama",7.6426105124,-81.7539174768,265,,,,265,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
127913116,"San Blas, MX-NA, MX",21.634646254,-106.5357251498,15,,,,15,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128173222,"Huatulco, MX-OA, MX",15.738781762,-96.1320294535,32,,,,32,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128348501,"Marina Vallarta, 48335 Puerto Vallarta, Jal., México",20.6662283333,-105.2502616667,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128348511,"Marina Vallarta, 48335 Puerto Vallarta, Jal., México",20.6662283333,-105.2502616667,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128348520,"Marina Vallarta, 48335 Puerto Vallarta, Jal., México",20.6661866667,-105.25057,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128348530,"Marina Vallarta, 48335 Puerto Vallarta, Jal., México",20.6662033333,-105.2505983333,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128348534,"Marina Vallarta, 48335 Puerto Vallarta, Jal., México",20.6663033333,-105.2503316667,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128651530,"Bahía de Banderas, MX",20.5450265081,-105.290953661,22,,,,22,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700322,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700347,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700360,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700444,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700451,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128700453,"Plata Island, Ecuador",-1.2742012,-81.0673758,2636,,,,2636,,open,false,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
128926804,"San Blas, MX-NA, MX",21.6339845274,-106.5371928115,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129486708,"Bahía de Banderas, MX",20.7019647239,-105.5748246009,1807,,,,1807,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129603829,"Bahía de Banderas, MX",20.5547333333,-105.2648,6,,,,6,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129691239,"Huatulco, MX-OA, MX",15.7385580263,-96.1321217137,19,,,,19,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129691285,"Huatulco, MX-OA, MX",15.7386437625,-96.1322487488,19,,,,19,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129691287,"Huatulco, MX-OA, MX",15.7386437625,-96.1322487488,19,,,,19,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129741341,"22980 Bahía de los Ángeles, Baja California, Mexico",28.9465912806,-113.5510805372,773,,,,773,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129987903,"Chileno Beach, BCS, Mexico",22.9485655237,-109.8067682325,55,,,,55,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129993567,"Chileno Beach, BCS, Mexico",22.9485655237,-109.8067682325,55,,,,55,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129997799,"23880 Loreto, B.C.S., México",25.7643743488,-111.2443883728,61,,,,61,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
129998182,"Chileno Beach, BCS, Mexico",22.9485655237,-109.8067682325,55,,,,55,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130073056,"Bahía de Banderas, MX",20.5454096363,-105.2909794759,42,,,,42,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130136807,"Isla La Reina, La Paz, BCS, Mexico",24.4052841505,-110.0362774506,977,,,,977,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130151212,"Huatulco, MX-OA, MX",15.706392948,-96.2039759387,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130151266,"Huatulco, MX-OA, MX",15.7064103535,-96.2038518982,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130151270,"Huatulco, MX-OA, MX",15.7064749049,-96.2036400037,11,,,,11,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130305953,"La Paz, B.C.S., México",24.3231366666,-110.3297137097,45,,,,45,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
130576372,"Manzanillo, MX-CL, MX",19.1010341616,-104.3531810233,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
131141675,"Seymour, Ecuador",-0.4069763439,-90.2837829736,841,,,,841,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
131207831,"Carrillo, CR-GU, CR",10.5733506656,-85.6926910438,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
131207832,"Carrillo, CR-GU, CR",10.5466392952,-85.7249963625,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
131756119,"Coiba N.P., Isla machete",7.6406947857,-81.7418462002,150,,,,150,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
131802775,Coiba NP Isla Afuerita,7.7041103723,-81.6339232163,250,,,,250,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
